Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Quarter,Week,DayOfWeek,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Sales_Lag_1,Sales_Lag_4,Rolling_Mean_4,Rolling_Mean_12,Rolling_STD_4
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,2,24,4,False,False,True,False,1588948.32,1428218.27,1529572.9175,1548557.0424999997,98260.19211085142
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,2,25,4,False,False,True,False,1532114.86,1466046.67,1555547.065,1547808.0825000003,73030.28506357533
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,3,26,4,False,False,True,False,1438830.15,1635078.41,1548742.935,1543121.8658333335,84513.5105789499
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,3,27,4,False,False,True,False,1488538.09,1588948.32,1512107.855,1532645.0941666665,63848.500850862445
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,3,28,4,False,False,True,False,1534849.64,1532114.86,1498583.185,1530558.4808333332,45132.98170164172
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,3,29,4,False,False,True,False,1455119.97,1438830.15,1479334.4625000001,1521416.8275,42401.189724443655
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,3,30,4,False,False,True,False,1396926.82,1488538.09,1468858.63,1516569.8383333331,58037.43221744261
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,3,31,4,False,False,True,False,1352219.79,1534849.64,1434779.0550000002,1493472.2141666666,78902.25754504606
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,3,32,4,False,False,True,False,1624383.75,1455119.97,1457162.5825,1495106.2283333333,119175.5398666774
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,3,33,4,False,False,True,False,1525147.09,1396926.82,1474669.3625,1503183.63,123828.10601510033
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,3,34,4,False,False,True,False,1530761.43,1352219.79,1508128.0150000001,1508576.5266666666,113467.60320528776
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,3,35,4,True,False,False,False,1464693.46,1624383.75,1536246.4324999999,1494377.7808333335,65932.52931605662
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,3,36,4,True,False,False,False,1550229.22,1525147.09,1517707.8,1491151.1891666667,36940.958732966385
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,3,37,4,True,False,False,False,1540471.24,1530761.43,1521538.8375,1491847.5541666665,38721.342383566014
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,3,38,4,True,False,False,False,1514259.78,1464693.46,1517413.425,1498133.3566666667,38287.85456008505
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,3,39,4,True,False,False,False,1380020.27,1550229.22,1496245.1275,1489090.205,78957.74497687885
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,4,40,4,True,False,False,False,1394561.83,1540471.24,1457328.28,1477399.5541666665,81792.63036397507
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,4,41,4,True,False,False,False,1630989.95,1514259.78,1479957.9575,1492055.3858333335,117285.00580521044
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,4,42,4,True,False,False,False,1493525.93,1380020.27,1474774.4949999999,1500105.3116666668,115711.30667479933
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,4,43,4,True,False,False,False,1502562.78,1394561.83,1505410.1225,1512633.8941666668,96965.59255011339
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,4,44,4,True,False,False,False,1445249.09,1630989.95,1518081.9375,1497706.0058333334,79365.57758354135
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,4,45,4,True,False,False,False,1697229.58,1493525.93,1534641.845,1512046.2133333331,111273.5684345579
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,4,46,4,True,False,False,False,1594938.89,1502562.78,1559995.085,1517394.335,110332.05812747712
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,4,47,4,True,False,False,False,1539483.7,1445249.09,1569225.315,1523626.8549999997,105358.03691148979
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,4,48,4,False,False,False,True,2033320.66,1697229.58,1716243.2075,1563884.4749999999,221252.7136182967
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,4,49,4,False,False,False,True,1584083.95,1594938.89,1687956.8,1567518.8675,231489.63818826282
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,4,50,4,False,False,False,True,1799682.38,1539483.7,1739142.6725,1591304.0841666667,226651.46314464236
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,4,51,4,False,False,False,True,1881176.67,2033320.66,1824565.915,1633067.1175,187291.29446403368
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,4,52,4,False,False,False,True,2270188.99,1584083.95,1883782.9975,1706036.0475,286477.93220376415
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,1,4,False,False,False,True,1497462.72,1799682.38,1862127.69,1694908.7783333333,318201.6369551573
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,1,2,4,False,False,False,True,1550369.92,1881176.67,1799799.575,1699645.7775,356609.57176319556
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,1,3,4,False,False,False,True,1459601.17,2270188.99,1694405.7,1696065.6433333333,385656.3269904229
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,1,4,4,False,False,False,True,1394393.84,1497462.72,1475456.9125,1691827.7058333333,65622.25371977451
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,1,5,4,False,False,False,True,1319325.59,1550369.92,1430922.6300000001,1660335.7066666668,98112.80171398
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,1,6,4,False,False,False,True,1636339.65,1459601.17,1452415.0625,1663785.7700000003,135350.36507618325
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,1,7,4,False,False,False,True,1802477.43,1394393.84,1538134.1275,1685701.9141666668,222156.21572786308
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,1,8,4,False,False,False,True,1819870.0,1319325.59,1644503.1675,1667914.3591666669,232031.96150547982
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,1,9,4,False,True,False,False,1539387.83,1636339.65,1699518.7275,1664189.6825,135053.59847206002
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,1,10,4,False,True,False,False,1688420.76,1802477.43,1712539.0050000001,1654917.8808333334,129321.15310977964
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,1,11,4,False,True,False,False,1675431.16,1819870.0,1680777.4375,1637772.4216666669,114636.7671005024
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,1,12,4,False,True,False,False,1677472.78,1539387.83,1645178.1324999998,1588379.4041666666,70757.10297962656
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,1,13,4,False,True,False,False,1511068.07,1688420.76,1638098.1925,1589513.1833333333,84878.58274285388
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,2,14,4,False,True,False,False,1649604.63,1675431.16,1628394.16,1597782.7424999997,79239.059691568
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,2,15,4,False,True,False,False,1899676.88,1677472.78,1684455.59,1634455.7183333335,160879.6494375326
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,2,16,4,False,True,False,False,1621031.7,1511068.07,1670345.32,1653342.2066666668,164138.3726400529
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,2,17,4,False,True,False,False,1521577.87,1649604.63,1672972.77,1670196.5633333335,160788.79931627135
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,2,18,4,False,True,False,False,1468928.37,1899676.88,1627803.705,1656245.623333333,191908.1233551689
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,2,19,4,False,True,False,False,1684519.99,1621031.7,1574014.4825,1646415.8366666667,96978.99308632269
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,2,20,4,False,True,False,False,1611096.05,1521577.87,1571530.57,1629018.0075,95489.12664398883
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,2,21,4,False,True,False,False,1595901.87,1468928.37,1590111.57,1633727.5108333332,89577.14311157566
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,2,22,4,False,False,True,False,1555444.55,1684519.99,1611740.615,1622646.16,53905.366668781426
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,2,23,4,False,False,True,False,1624477.58,1611096.05,1596730.0125000002,1618400.0283333333,29896.966231018472
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,2,24,4,False,False,True,False,1697230.96,1595901.87,1618263.74,1620046.5433333337,59779.420941282624
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,2,25,4,False,False,True,False,1630607.0,1555444.55,1626940.0225,1630008.1208333336,57942.295517973784
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,2,26,4,False,False,True,False,1527845.81,1624477.58,1620040.3375,1619861.5525,69736.56759614874
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,3,27,4,False,False,True,False,1540421.49,1697230.96,1599026.315,1589923.6033333333,79880.49776589034
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,3,28,4,False,False,True,False,1769854.16,1630607.0,1617182.115,1602325.4749999999,111597.71473643935
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,3,29,4,False,False,True,False,1527014.04,1527845.81,1591283.875,1602778.4891666665,119204.76594882054
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,3,30,4,False,False,True,False,1497954.76,1540421.49,1583811.1124999998,1605197.3550000002,125288.86033609518
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,3,31,4,False,False,True,False,1439123.71,1769854.16,1558486.6675,1584747.665,145577.4371439765
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,3,32,4,False,False,True,False,1631135.79,1527014.04,1523807.075,1586417.6433333333,80352.0424686347
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,3,33,4,False,False,True,False,1592409.97,1497954.76,1540156.0575,1586126.6516666666,87552.39926157038
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,3,34,4,False,False,True,False,1597868.05,1439123.71,1565134.3800000001,1589661.9433333334,85732.77482455326
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,3,35,4,False,False,True,False,1494122.38,1631135.79,1578884.0475,1578799.0099999998,59042.718439170385
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,3,36,4,True,False,False,False,1582083.4,1592409.97,1566620.95,1569203.38,48773.574891247714
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,3,37,4,True,False,False,False,1661767.33,1597868.05,1583960.29,1571800.0741666667,69093.49716391067
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,3,38,4,True,False,False,False,1517428.87,1494122.38,1563850.4949999999,1570931.9958333333,75137.92360330603
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,3,39,4,True,False,False,False,1506126.06,1582083.4,1566851.415,1568074.0433333332,71580.26027120216
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,4,40,4,True,False,False,False,1437059.26,1661767.33,1530595.3800000001,1540341.135,94387.8361130258
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,4,41,4,True,False,False,False,1670785.97,1517428.87,1532850.04,1552322.1291666664,98580.21760505742
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,4,42,4,True,False,False,False,1573072.81,1506126.06,1546761.0250000001,1558581.9666666668,99599.48901609963
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,4,43,4,True,False,False,False,1508068.77,1437059.26,1547246.7025,1564327.3883333334,99339.68881687759
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,2,17,4,False,True,False,False,1821990.93,2066187.72,1929456.45,1971661.5975,106224.69573835905
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,2,18,4,False,True,False,False,1802450.29,1954689.21,1863522.0925,1943783.3333333333,68060.8170205202
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,2,19,4,False,True,False,False,2042581.71,1874957.94,1885495.2175,1935847.6841666664,109112.25848856647
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,2,20,4,False,True,False,False,1880752.36,1821990.93,1886943.8224999998,1915539.4191666667,108964.09425707845
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,2,21,4,False,True,False,False,1896937.1,1802450.29,1905680.365,1918192.7383333333,100160.3327394877
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,2,22,4,False,False,True,False,1957113.89,2042581.71,1944346.265,1915367.8016666668,73268.97611230091
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,2,23,4,False,False,True,False,2102539.93,1880752.36,1959335.82,1924705.8141666667,100964.20906609585
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,2,24,4,False,False,True,False,2025538.76,1896937.1,1995532.42,1931328.1375000002,88596.47888010561
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,2,25,4,False,False,True,False,2001636.96,1957113.89,2021707.385,1952281.4000000001,60892.58663571272
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,3,26,4,False,False,True,False,1939927.09,2102539.93,2017410.685,1941759.6808333334,67244.7565538888
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,3,27,4,False,False,True,False,2003940.64,2025538.76,1992760.8625,1945863.9666666666,36831.01325821877
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,3,28,4,False,False,True,False,1880902.62,2001636.96,1956601.8275000001,1946359.3566666667,58530.74182292203
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,3,29,4,False,False,True,False,1845879.79,1939927.09,1917662.5350000001,1948350.095,69387.02002123388
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,3,30,4,False,False,True,False,1781717.71,2003940.64,1878110.1900000002,1946622.38,93401.30030718325
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,3,31,4,False,False,True,False,1804246.16,1880902.62,1828186.5699999998,1926761.0841666667,44062.56968690022
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,3,32,4,False,False,True,False,1991909.98,1845879.79,1855938.41,1936024.2191666665,94463.82853262222
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,3,33,4,False,False,True,False,1895601.05,1781717.71,1868368.7249999999,1935912.8816666668,95958.57257968193
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,3,34,4,False,False,True,False,1964335.23,1804246.16,1914023.105,1936514.6600000001,83642.1444473168
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,3,35,4,True,False,False,False,1863840.49,1991909.98,1928921.6875,1916623.04,59350.57184758314
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,3,36,4,True,False,False,False,1904608.09,1895601.05,1907096.215,1906545.4841666666,41974.96145655891
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,3,37,4,True,False,False,False,1839128.83,1964335.23,1892978.1600000001,1893003.14,54698.69244405428
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,3,38,4,True,False,False,False,1793903.6,1863840.49,1850370.2525,1880834.5158333331,46325.09305391712
